claim_id,patient_id,hospital_id,doctor_id,diagnosis_code,disease_type,procedure_code,procedure_cost_standard,claim_amount,length_of_stay,previous_claims_count,patient_age,claim_date,abha_id,Claim_ID,Patient_ID,Hospital_ID,Doctor_ID,Diagnosis_Code,Treatment_Code,Admission_Date,Discharge_Date,Claim_Amount,Approved_Amount,Location
C2093,P0049,H007,D035,DIA_CAN,Chronic,PROC15,34698,33810,1,6,30,2024-07-23,91919616762750,CLM12092,PAT22092,HSP613,DOC7295,D004,T400,2024-05-22,2025-02-02,41516,34843,Chennai
C2094,P0764,H003,D046,DIA_DIAL,Chronic,PROC20,40768,42279,2,5,77,2024-08-25,31745981433415,CLM12093,PAT22093,HSP133,DOC3283,D005,T100,2022-04-29,2024-12-15,26581,17079,Kolkata
C2095,P0548,H019,D047,DIA_DIAL,Chronic,PROC05,18921,19776,21,7,66,2024-06-05,53120553567986,CLM12094,PAT22094,HSP814,DOC6461,D002,T500,2025-10-14,2024-07-13,18785,15105,Hyderabad
C2096,P0068,H004,D038,DIA_DIAL,Chronic,PROC02,35534,38134,3,6,24,2024-04-14,74428994140438,CLM12095,PAT22095,HSP102,DOC8553,D002,T300,2022-08-11,2026-01-04,7563,13332,Mumbai
C2097,P0600,H020,D042,DIA_CAN,Chronic,PROC02,15814,14953,3,2,74,2024-09-22,55434337032901,CLM12096,PAT22096,HSP478,DOC7017,D005,T500,2025-12-24,2023-01-17,3644,21309,Mumbai
C2098,P0337,H007,D048,DIA_DIAL,Chronic,PROC04,38852,77704,6,2,43,2024-01-13,60351951641996,CLM12097,PAT22097,HSP887,DOC8908,D003,T200,2024-03-08,2025-06-29,29831,11875,Bangalore
C2099,P0654,H014,D036,DIA_ACUTE1,Acute,PROC15,36257,37882,25,5,75,2024-11-20,37133473035497,CLM12098,PAT22098,HSP145,DOC2286,D002,T100,2023-02-23,2023-11-03,14155,4235,Delhi
C2100,P0514,H019,D024,DIA_ACUTE2,Acute,PROC09,49413,51071,4,6,57,2024-07-14,53036456221500,CLM12099,PAT22099,HSP161,DOC3392,D005,T400,2024-02-14,2024-09-05,27675,27204,Chennai
C2101,P0506,H017,D020,DIA_MINOR1,Minor,PROC12,8898,6978,21,7,80,2024-07-28,57238953522466,CLM12100,PAT22100,HSP615,DOC9254,D002,T200,2024-03-13,2025-02-12,32883,2267,Delhi
C2102,P0430,H010,D037,DIA_ACUTE2,Acute,PROC07,10103,12329,7,1,70,2024-02-22,55517515861474,CLM12101,PAT22101,HSP389,DOC8021,D001,T300,2022-01-03,2025-05-01,10489,25749,Mumbai
C2103,P0281,H012,D008,DIA_CAN,Chronic,PROC06,34866,33604,2,9,46,2024-06-01,28153869584887,CLM12102,PAT22102,HSP675,DOC8679,D001,T100,2022-03-11,2025-01-02,48528,10173,Bangalore
C2104,P0693,H017,D025,DIA_ACUTE1,Acute,PROC05,33069,35160,6,9,21,2024-06-27,37982896398306,CLM12103,PAT22103,HSP537,DOC6832,D005,T500,2023-11-16,2024-01-27,16883,2408,Bangalore
C2105,P0242,H018,D027,DIA_ACUTE1,Acute,PROC19,26576,26915,5,1,35,2024-12-05,86358225599643,CLM12104,PAT22104,HSP712,DOC8045,D004,T500,2024-07-23,2022-10-25,46391,16734,Kolkata
C2106,P0031,H009,D049,DIA_ACUTE1,Acute,PROC07,47849,47970,4,3,22,2024-11-16,37820176612306,CLM12105,PAT22105,HSP869,DOC2805,D005,T400,2022-04-23,2025-12-26,45662,7814,Kolkata
C2107,P0314,H006,D025,DIA_DIAL,Chronic,PROC07,49024,48303,1,2,25,2024-11-23,13008264057232,CLM12106,PAT22106,HSP781,DOC6671,D004,T200,2023-02-20,2024-04-09,39251,20160,Mumbai
C2108,P0688,H005,D033,DIA_MINOR1,Minor,PROC01,44555,42662,5,9,36,2024-09-25,91917197021861,CLM12107,PAT22107,HSP311,DOC5828,D004,T500,2022-03-04,2023-08-19,11024,37154,Bangalore
C2109,P0473,H010,D031,DIA_ACUTE2,Acute,PROC13,43651,42305,3,6,62,2024-05-20,97662958092775,CLM12108,PAT22108,HSP925,DOC7950,D004,T300,2025-05-14,2025-12-25,23063,17192,Hyderabad
C2110,P0296,H017,D012,DIA_ACUTE1,Acute,PROC11,38241,37744,6,4,57,2024-06-18,13326465800769,CLM12109,PAT22109,HSP257,DOC1306,D001,T500,2023-01-21,2024-07-16,17143,20665,Kolkata
C2111,P0159,H012,D041,DIA_ACUTE2,Acute,PROC06,29709,27600,5,7,31,2024-11-10,58401546564610,CLM12110,PAT22110,HSP905,DOC3798,D003,T100,2025-08-21,2024-01-08,32119,14696,Mumbai
C2112,P0505,H010,D038,DIA_MINOR1,Minor,PROC09,22800,24561,2,5,49,2024-07-22,36696053379809,CLM12111,PAT22111,HSP182,DOC1062,D001,T500,2022-03-12,2022-10-13,46615,9260,Delhi
C2113,P0128,H010,D038,DIA_DIAL,Chronic,PROC18,45522,44933,3,4,24,2024-01-13,77645056663197,CLM12112,PAT22112,HSP890,DOC8297,D005,T400,2022-09-28,2022-11-29,46407,40742,Hyderabad
C2114,P0181,H003,D016,DIA_DIAL,Chronic,PROC16,43430,44272,17,1,52,2024-09-15,52021272761253,CLM12113,PAT22113,HSP176,DOC7854,D002,T300,2023-01-31,2024-09-16,22194,43151,Hyderabad
C2115,P0169,H012,D006,DIA_ACUTE1,Acute,PROC11,39356,41455,5,10,47,2024-11-20,38161969346183,CLM12114,PAT22114,HSP655,DOC9034,D003,T200,2023-10-30,2023-10-21,3349,4400,Bangalore
C2116,P0199,H016,D050,DIA_CAN,Chronic,PROC04,16725,19178,1,3,25,2024-09-01,31670647389022,CLM12115,PAT22115,HSP470,DOC1900,D001,T300,2023-10-20,2023-10-28,42137,4369,Bangalore
C2117,P0001,H014,D001,DIA_ACUTE1,Acute,PROC07,21021,20959,2,7,69,2024-10-02,77776288487928,CLM12116,PAT22116,HSP712,DOC2037,D004,T500,2025-05-13,2023-07-16,20383,4837,Hyderabad
C2118,P0278,H007,D010,DIA_DIAL,Chronic,PROC01,42989,41350,2,7,23,2024-02-08,99297083042643,CLM12117,PAT22117,HSP288,DOC5964,D005,T500,2023-01-25,2022-02-06,5351,34858,Mumbai
C2119,P0724,H010,D046,DIA_DIAL,Chronic,PROC03,25096,22940,3,7,23,2024-07-19,63591529024288,CLM12118,PAT22118,HSP625,DOC6351,D004,T100,2022-10-04,2023-11-20,37846,23970,Chennai
C2120,P0699,H009,D040,DIA_ACUTE2,Acute,PROC12,34790,34245,2,3,70,2024-03-14,59770889490121,CLM12119,PAT22119,HSP551,DOC5726,D005,T500,2023-01-25,2022-05-06,29806,44799,Hyderabad
C2121,P0310,H014,D035,DIA_CAN,Chronic,PROC08,21309,22452,1,5,51,2024-04-08,66465900506015,CLM12120,PAT22120,HSP869,DOC5366,D003,T300,2023-06-23,2022-07-21,31999,11212,Kolkata
C2122,P0413,H006,D030,DIA_CAN,Chronic,PROC09,49934,51593,21,6,18,2024-04-04,55719511336017,CLM12121,PAT22121,HSP138,DOC3352,D003,T200,2024-09-07,2024-05-25,14125,14010,Hyderabad
C2123,P0126,H017,D019,DIA_MINOR2,Minor,PROC16,12713,13186,5,8,36,2024-11-30,14940547485466,CLM12122,PAT22122,HSP350,DOC5333,D001,T100,2022-08-06,2025-06-07,22318,2787,Delhi
C2124,P0494,H008,D032,DIA_CAN,Chronic,PROC15,15057,17806,3,3,35,2024-09-08,39344149307182,CLM12123,PAT22123,HSP384,DOC2143,D005,T200,2022-04-26,2024-08-31,49701,12894,Hyderabad
C2125,P0425,H007,D019,DIA_DIAL,Chronic,PROC14,34748,34297,2,7,60,2024-06-21,90261178114672,CLM12124,PAT22124,HSP697,DOC7656,D002,T400,2023-09-21,2025-11-22,13227,39334,Hyderabad
C2126,P0757,H013,D024,DIA_MINOR1,Minor,PROC16,27997,29995,6,9,32,2024-07-19,18128804208248,CLM12125,PAT22125,HSP326,DOC5294,D001,T100,2022-05-04,2023-05-30,49534,8715,Chennai
C2127,P0613,H001,D017,DIA_DIAL,Chronic,PROC01,12949,14655,25,9,80,2024-10-29,86743360258292,CLM12126,PAT22126,HSP878,DOC4154,D004,T200,2024-02-28,2025-11-17,14601,34859,Kolkata
C2128,P0513,H004,D012,DIA_DIAL,Chronic,PROC05,18722,20562,1,6,24,2024-06-07,46792958032060,CLM12127,PAT22127,HSP188,DOC2996,D001,T400,2023-06-11,2022-10-24,23481,10027,Chennai
C2129,P0450,H019,D016,DIA_ACUTE1,Acute,PROC12,40066,39205,6,0,27,2024-01-10,94333074057420,CLM12128,PAT22128,HSP241,DOC5490,D004,T500,2023-06-19,2025-04-28,39317,852,Bangalore
C2130,P0153,H011,D007,DIA_DIAL,Chronic,PROC10,37363,37775,3,9,21,2024-02-08,18440983467448,CLM12129,PAT22129,HSP916,DOC7456,D002,T100,2023-02-07,2025-06-23,48626,37366,Bangalore
C2131,P0403,H002,D011,DIA_DIAL,Chronic,PROC17,23984,25554,1,9,35,2024-10-21,18051817133427,CLM12130,PAT22130,HSP165,DOC1559,D002,T200,2023-03-04,2023-05-26,47230,18443,Chennai
C2132,P0047,H018,D027,DIA_MINOR2,Minor,PROC14,12795,10937,6,7,53,2024-02-05,78306646170775,CLM12131,PAT22131,HSP557,DOC3325,D003,T300,2025-01-21,2022-07-15,21829,36727,Chennai
C2133,P0486,H018,D024,DIA_ACUTE2,Acute,PROC19,12904,10868,6,10,56,2024-12-22,90695356736757,CLM12132,PAT22132,HSP645,DOC9935,D001,T500,2025-12-07,2024-10-24,11982,31555,Hyderabad
C2134,P0174,H018,D036,DIA_MINOR2,Minor,PROC19,13570,13016,5,2,38,2024-11-30,45184810821492,CLM12133,PAT22133,HSP819,DOC2855,D005,T500,2025-01-05,2025-08-05,9028,39698,Bangalore
C2135,P0373,H004,D033,DIA_ACUTE1,Acute,PROC13,48109,50703,2,10,39,2024-09-10,58490648605623,CLM12134,PAT22134,HSP446,DOC4660,D004,T400,2023-07-20,2022-05-08,49841,14608,Mumbai
C2136,P0098,H009,D019,DIA_ACUTE1,Acute,PROC10,37886,38507,5,9,48,2024-05-23,13609027400764,CLM12135,PAT22135,HSP299,DOC8312,D001,T200,2022-08-26,2024-05-25,40856,22566,Mumbai
C2137,P0502,H002,D025,DIA_ACUTE1,Acute,PROC10,38207,39062,2,0,57,2024-01-08,75507413985727,CLM12136,PAT22136,HSP218,DOC8141,D003,T500,2022-10-04,2022-10-19,16211,7856,Mumbai
C2138,P0154,H013,D016,DIA_MINOR1,Minor,PROC08,36076,36497,5,0,55,2024-01-18,55057621236840,CLM12137,PAT22137,HSP742,DOC3159,D004,T300,2024-09-03,2025-09-04,19464,8931,Hyderabad
C2139,P0766,H001,D041,DIA_ACUTE2,Acute,PROC11,17805,35610,10,4,64,2024-11-11,48679536628618,CLM12138,PAT22138,HSP183,DOC4257,D002,T200,2024-06-13,2025-01-08,25740,36549,Kolkata
C2140,P0392,H007,D048,DIA_CAN,Chronic,PROC04,44885,44059,1,6,54,2024-01-06,35325212751960,CLM12139,PAT22139,HSP952,DOC9211,D004,T300,2023-04-05,2024-08-31,35264,4101,Chennai
C2141,P0272,H019,D035,DIA_CAN,Chronic,PROC17,10544,12563,2,2,23,2024-02-15,90202456708573,CLM12140,PAT22140,HSP177,DOC3632,D003,T300,2025-09-24,2023-10-25,47086,12936,Bangalore
C2142,P0451,H012,D002,DIA_CAN,Chronic,PROC16,13599,16187,2,2,71,2024-06-11,44290470652816,CLM12141,PAT22141,HSP305,DOC5119,D005,T100,2022-09-15,2022-03-03,36558,23659,Bangalore
C2143,P0170,H009,D049,DIA_MINOR1,Minor,PROC07,32186,33932,23,0,45,2024-04-05,25416889068251,CLM12142,PAT22142,HSP122,DOC3719,D004,T300,2024-04-12,2025-10-19,29794,25278,Chennai
C2144,P0597,H001,D012,DIA_DIAL,Chronic,PROC14,28821,30422,3,0,34,2024-01-12,32098711785376,CLM12143,PAT22143,HSP722,DOC3784,D001,T300,2023-11-27,2024-11-06,24625,14666,Mumbai
C2145,P0379,H019,D021,DIA_MINOR1,Minor,PROC04,27235,24564,6,4,64,2024-02-12,16109964829661,CLM12144,PAT22144,HSP314,DOC2098,D002,T500,2023-01-11,2024-11-19,43293,19666,Kolkata
C2146,P0679,H007,D039,DIA_DIAL,Chronic,PROC17,11686,23372,2,0,70,2024-04-24,57840600925338,CLM12145,PAT22145,HSP986,DOC4115,D005,T100,2024-02-09,2025-03-07,28790,44242,Delhi
C2147,P0574,H003,D031,DIA_DIAL,Chronic,PROC08,36019,38487,1,8,36,2024-07-16,60041474727379,CLM12146,PAT22146,HSP462,DOC1904,D004,T500,2024-04-04,2025-02-22,34734,25265,Kolkata
C2148,P0719,H008,D043,DIA_ACUTE1,Acute,PROC11,28568,29559,5,6,28,2024-06-04,14655951672413,CLM12147,PAT22147,HSP314,DOC3125,D003,T500,2023-04-03,2024-12-22,46437,13179,Chennai
C2149,P0383,H020,D045,DIA_ACUTE2,Acute,PROC20,20969,22909,18,7,25,2024-01-19,48828072048581,CLM12148,PAT22148,HSP534,DOC4620,D002,T300,2025-12-11,2023-07-02,45823,4457,Kolkata
C2150,P0254,H001,D016,DIA_MINOR1,Minor,PROC17,8129,5503,4,0,74,2024-06-26,72259606711033,CLM12149,PAT22149,HSP583,DOC9555,D001,T200,2024-01-31,2022-04-18,47927,30985,Mumbai
C2151,P0064,H004,D001,DIA_MINOR1,Minor,PROC09,25682,24747,2,4,77,2024-08-02,75533275161474,CLM12150,PAT22150,HSP667,DOC9262,D002,T500,2022-04-25,2024-08-10,39922,16238,Kolkata
C2152,P0216,H011,D033,DIA_DIAL,Chronic,PROC15,23795,26345,3,9,25,2024-02-22,88519482768209,CLM12151,PAT22151,HSP647,DOC1076,D001,T100,2024-10-15,2023-08-17,23155,16550,Mumbai
C2153,P0126,H017,D008,DIA_MINOR1,Minor,PROC10,46334,43542,3,5,55,2024-06-18,26766283623214,CLM12152,PAT22152,HSP424,DOC7242,D001,T300,2024-01-22,2024-04-12,41935,7098,Delhi
C2154,P0548,H005,D011,DIA_ACUTE2,Acute,PROC01,10116,11006,6,4,39,2024-08-26,10479752182896,CLM12153,PAT22153,HSP678,DOC5367,D002,T500,2023-09-09,2023-02-18,6394,23967,Kolkata
C2155,P0370,H019,D022,DIA_CAN,Chronic,PROC06,23200,21661,2,10,62,2024-12-13,32315323652063,CLM12154,PAT22154,HSP896,DOC8271,D005,T500,2025-03-30,2025-07-17,40927,26564,Kolkata
C2156,P0517,H001,D010,DIA_DIAL,Chronic,PROC03,34120,36950,1,4,51,2024-12-10,91622618210958,CLM12155,PAT22155,HSP604,DOC4543,D003,T300,2022-11-27,2023-05-02,49013,18865,Bangalore
C2157,P0072,H006,D043,DIA_ACUTE1,Acute,PROC16,30808,30425,4,5,67,2024-07-25,96714295122354,CLM12156,PAT22156,HSP644,DOC8758,D005,T100,2024-06-05,2022-02-10,48793,1900,Chennai
C2158,P0402,H012,D011,DIA_DIAL,Chronic,PROC14,19310,16644,1,8,37,2024-03-30,82769269787107,CLM12157,PAT22157,HSP671,DOC8301,D003,T400,2023-03-12,2025-07-25,47252,27998,Delhi
C2159,P0505,H011,D004,DIA_MINOR2,Minor,PROC05,15352,14092,3,4,19,2024-10-27,33752641075764,CLM12158,PAT22158,HSP265,DOC5706,D001,T500,2025-04-21,2022-12-06,28487,24150,Bangalore
C2160,P0132,H005,D016,DIA_ACUTE2,Acute,PROC11,35679,37605,3,0,59,2024-11-10,78800214052973,CLM12159,PAT22159,HSP364,DOC5885,D004,T200,2025-08-15,2024-09-04,22737,32463,Delhi
C2161,P0720,H005,D012,DIA_CAN,Chronic,PROC16,12081,9941,1,5,77,2024-08-15,45137400377891,CLM12160,PAT22160,HSP955,DOC6713,D003,T100,2022-03-01,2022-05-21,16071,9275,Bangalore
C2162,P0607,H009,D025,DIA_CAN,Chronic,PROC01,24499,23656,1,6,55,2024-07-12,35230093546233,CLM12161,PAT22161,HSP866,DOC4095,D003,T200,2023-07-29,2025-04-16,33866,3930,Mumbai
C2163,P0367,H012,D037,DIA_MINOR2,Minor,PROC05,37856,38481,6,9,65,2024-05-03,50887881143156,CLM12162,PAT22162,HSP876,DOC4378,D001,T200,2022-07-11,2025-05-08,26828,44913,Mumbai
C2164,P0129,H004,D002,DIA_ACUTE1,Acute,PROC04,37079,36193,6,8,70,2024-07-17,75339064827397,CLM12163,PAT22163,HSP264,DOC7982,D004,T200,2024-09-16,2025-05-18,14667,37813,Mumbai
C2165,P0294,H018,D049,DIA_MINOR2,Minor,PROC07,41625,83250,5,6,33,2024-03-06,96245664946010,CLM12164,PAT22164,HSP715,DOC9612,D001,T200,2022-07-22,2023-06-10,16677,13610,Chennai
C2166,P0315,H012,D025,DIA_CAN,Chronic,PROC12,20748,20609,1,2,19,2024-09-23,91323392236689,CLM12165,PAT22165,HSP721,DOC9120,D004,T200,2023-07-06,2022-08-28,12693,14429,Kolkata
C2167,P0442,H007,D050,DIA_DIAL,Chronic,PROC13,29587,26660,1,1,43,2024-11-24,19273126055680,CLM12166,PAT22166,HSP732,DOC8242,D004,T100,2023-05-02,2024-07-07,33868,6444,Kolkata
C2168,P0263,H001,D036,DIA_ACUTE1,Acute,PROC05,18697,16269,5,6,74,2024-08-22,31501923918784,CLM12167,PAT22167,HSP594,DOC5979,D001,T100,2022-03-23,2022-12-02,12770,7128,Bangalore
C2169,P0470,H014,D045,DIA_ACUTE1,Acute,PROC02,17210,18078,6,7,28,2024-07-05,10045305315524,CLM12168,PAT22168,HSP865,DOC6833,D004,T500,2023-09-13,2022-03-18,33500,1127,Delhi
C2170,P0721,H003,D036,DIA_ACUTE1,Acute,PROC12,37341,35820,5,1,61,2024-03-10,11781933161319,CLM12169,PAT22169,HSP509,DOC1759,D005,T300,2025-02-26,2024-11-24,49131,3655,Bangalore
C2171,P0094,H019,D050,DIA_MINOR1,Minor,PROC02,49949,51595,4,1,40,2024-04-20,86977717029908,CLM12170,PAT22170,HSP696,DOC7896,D002,T200,2024-04-29,2025-02-27,48831,15631,Chennai
C2172,P0351,H014,D046,DIA_ACUTE1,Acute,PROC13,26682,27521,2,0,53,2024-11-12,42554301136695,CLM12171,PAT22171,HSP813,DOC8208,D005,T300,2024-09-14,2023-11-01,41273,3985,Bangalore
C2173,P0706,H002,D037,DIA_CAN,Chronic,PROC19,8364,7840,2,10,62,2024-05-11,52532079436012,CLM12172,PAT22172,HSP659,DOC5704,D005,T100,2025-09-29,2023-09-19,22021,33371,Kolkata
C2174,P0400,H009,D025,DIA_MINOR2,Minor,PROC17,37419,39462,6,7,34,2024-04-22,80362770307909,CLM12173,PAT22173,HSP974,DOC8352,D005,T400,2024-04-17,2023-02-03,38355,39253,Chennai
C2175,P0399,H010,D045,DIA_MINOR1,Minor,PROC13,48223,50709,2,8,54,2024-06-14,64227236923420,CLM12174,PAT22174,HSP705,DOC8523,D001,T400,2023-07-06,2025-03-20,47955,41063,Kolkata
C2176,P0728,H009,D030,DIA_ACUTE2,Acute,PROC11,25098,23185,2,6,47,2024-01-18,86511931472246,CLM12175,PAT22175,HSP308,DOC5338,D002,T300,2022-04-28,2024-11-17,29576,36202,Hyderabad
C2177,P0790,H014,D030,DIA_ACUTE2,Acute,PROC14,26510,26399,6,10,54,2024-01-14,69553218722882,CLM12176,PAT22176,HSP593,DOC7408,D003,T400,2022-06-05,2023-03-05,34706,27270,Chennai
C2178,P0548,H008,D048,DIA_MINOR2,Minor,PROC16,49510,49285,7,8,42,2024-09-18,76001798227993,CLM12177,PAT22177,HSP435,DOC8172,D005,T100,2022-02-26,2022-07-17,38844,21312,Bangalore
C2179,P0072,H009,D032,DIA_MINOR2,Minor,PROC15,40025,41362,4,0,47,2024-09-12,39082380797876,CLM12178,PAT22178,HSP189,DOC1101,D003,T100,2025-07-13,2022-02-27,49989,28875,Chennai
C2180,P0570,H008,D028,DIA_ACUTE2,Acute,PROC02,42073,41327,3,9,72,2024-09-15,43351102757047,CLM12179,PAT22179,HSP813,DOC9863,D004,T200,2024-02-17,2024-04-05,27352,24055,Bangalore
C2181,P0264,H011,D038,DIA_MINOR2,Minor,PROC09,45643,48256,7,7,18,2024-09-16,27235228319193,CLM12180,PAT22180,HSP330,DOC9758,D004,T300,2022-05-31,2022-06-21,20357,32077,Chennai
C2182,P0274,H005,D016,DIA_ACUTE2,Acute,PROC02,27690,29251,7,7,76,2024-09-02,30479679540355,CLM12181,PAT22181,HSP854,DOC2387,D005,T100,2025-02-11,2022-02-04,24846,15024,Delhi
C2183,P0374,H019,D050,DIA_ACUTE2,Acute,PROC09,18347,21223,6,6,48,2024-11-22,72841200841429,CLM12182,PAT22182,HSP465,DOC4034,D004,T100,2024-08-23,2025-07-19,23561,8236,Hyderabad
C2184,P0369,H001,D048,DIA_CAN,Chronic,PROC05,32501,30705,23,1,63,2024-12-08,74114005371850,CLM12183,PAT22183,HSP638,DOC8746,D005,T100,2024-04-18,2023-01-07,39598,41772,Mumbai
C2185,P0432,H009,D046,DIA_MINOR1,Minor,PROC03,42746,43072,5,0,53,2024-01-20,98576502344774,CLM12184,PAT22184,HSP687,DOC7620,D002,T300,2023-06-20,2023-10-26,17513,41133,Kolkata
C2186,P0502,H012,D033,DIA_ACUTE2,Acute,PROC15,24100,22577,2,10,26,2024-11-21,68904018048589,CLM12185,PAT22185,HSP612,DOC9097,D004,T300,2024-04-08,2025-06-02,45051,30157,Mumbai
C2187,P0733,H013,D027,DIA_ACUTE1,Acute,PROC19,17339,14422,5,4,57,2024-05-07,24801785704342,CLM12186,PAT22186,HSP502,DOC8961,D002,T300,2025-04-07,2025-11-16,34539,15799,Kolkata
C2188,P0314,H012,D022,DIA_DIAL,Chronic,PROC05,49325,98650,8,9,58,2024-05-09,32104975303717,CLM12187,PAT22187,HSP642,DOC7844,D002,T200,2025-01-14,2022-04-17,20089,11705,Hyderabad
C2189,P0187,H012,D027,DIA_ACUTE1,Acute,PROC01,37252,38391,4,9,43,2024-07-17,49714074361021,CLM12188,PAT22188,HSP868,DOC7020,D003,T300,2023-08-26,2022-11-23,1647,12381,Kolkata
C2190,P0591,H006,D040,DIA_MINOR2,Minor,PROC05,15593,13343,5,5,38,2024-11-05,89543248614425,CLM12189,PAT22189,HSP498,DOC1103,D001,T100,2025-02-23,2024-02-24,19043,6588,Kolkata
C2191,P0699,H006,D045,DIA_DIAL,Chronic,PROC08,49918,51581,2,1,53,2024-06-18,92840183848263,CLM12190,PAT22190,HSP429,DOC4587,D004,T400,2022-05-26,2024-03-26,44750,36741,Bangalore
C2192,P0404,H006,D043,DIA_ACUTE2,Acute,PROC14,33163,33399,6,8,62,2024-10-25,83825751543155,CLM12191,PAT22191,HSP516,DOC6705,D001,T200,2024-08-26,2022-12-13,41728,24891,Mumbai
C2193,P0682,H019,D015,DIA_ACUTE2,Acute,PROC02,36378,37935,4,9,26,2024-12-05,24000011742724,CLM12192,PAT22192,HSP187,DOC5589,D003,T200,2025-05-02,2023-11-30,47240,4865,Hyderabad
C2194,P0626,H004,D013,DIA_ACUTE1,Acute,PROC15,35268,32773,2,6,68,2024-08-31,79957539159211,CLM12193,PAT22193,HSP427,DOC1178,D001,T100,2022-12-17,2025-08-28,31556,1387,Bangalore
C2195,P0430,H011,D016,DIA_CAN,Chronic,PROC01,35534,34419,2,0,79,2024-07-25,78061807234430,CLM12194,PAT22194,HSP705,DOC7645,D004,T400,2023-12-27,2025-09-10,40582,18202,Chennai
C2196,P0069,H001,D019,DIA_MINOR1,Minor,PROC17,25949,24452,7,6,61,2024-03-19,20512911467855,CLM12195,PAT22195,HSP379,DOC6498,D001,T300,2024-03-03,2022-08-30,1037,30831,Kolkata
C2197,P0604,H016,D049,DIA_MINOR2,Minor,PROC09,29787,89361,6,5,70,2024-01-19,92660831023173,CLM12196,PAT22196,HSP721,DOC3065,D005,T400,2022-03-19,2022-12-04,33552,16524,Mumbai
C2198,P0716,H010,D047,DIA_MINOR2,Minor,PROC13,25319,23675,4,10,70,2024-09-08,84046313332763,CLM12197,PAT22197,HSP591,DOC6343,D005,T300,2023-10-24,2023-06-09,21457,1424,Chennai
C2199,P0560,H008,D046,DIA_CAN,Chronic,PROC09,26534,26498,3,5,20,2024-09-25,12303444117853,CLM12198,PAT22198,HSP942,DOC7417,D001,T200,2024-04-20,2025-10-25,29803,27875,Chennai
C2200,P0388,H014,D032,DIA_CAN,Chronic,PROC04,36959,34902,2,1,53,2024-08-27,64292882554720,CLM12199,PAT22199,HSP478,DOC8552,D003,T500,2023-03-30,2025-11-27,13458,20213,Mumbai
C2201,P0351,H001,D050,DIA_MINOR2,Minor,PROC03,34023,35858,4,8,24,2024-12-20,27618968686372,CLM12200,PAT22200,HSP978,DOC9124,D005,T400,2025-11-02,2024-07-15,41925,27782,Delhi
C2202,P0324,H020,D028,DIA_CAN,Chronic,PROC14,12047,13721,1,6,44,2024-11-07,69108970861425,CLM12201,PAT22201,HSP611,DOC3321,D005,T200,2025-06-30,2022-06-26,4773,33892,Mumbai
C2203,P0006,H001,D003,DIA_ACUTE1,Acute,PROC12,24271,24713,7,5,21,2024-11-25,11644100376548,CLM12202,PAT22202,HSP230,DOC1641,D005,T100,2025-08-11,2023-02-27,13351,20102,Delhi
C2204,P0355,H020,D040,DIA_DIAL,Chronic,PROC11,8606,9322,1,2,43,2024-03-08,10040153863377,CLM12203,PAT22203,HSP348,DOC2822,D002,T200,2022-04-01,2024-04-28,2341,8612,Bangalore
C2205,P0433,H017,D038,DIA_MINOR1,Minor,PROC04,32551,33073,3,9,75,2024-10-05,87729016597122,CLM12204,PAT22204,HSP283,DOC7935,D004,T200,2023-11-30,2024-12-05,27170,24860,Kolkata
C2206,P0021,H003,D016,DIA_MINOR1,Minor,PROC16,28325,29356,2,8,70,2024-09-03,80961548572400,CLM12205,PAT22205,HSP874,DOC3922,D001,T400,2025-06-06,2024-02-19,34029,21997,Kolkata
C2207,P0481,H004,D024,DIA_ACUTE1,Acute,PROC15,46097,44409,22,6,36,2024-10-22,97619260982413,CLM12206,PAT22206,HSP868,DOC9638,D003,T200,2025-05-18,2025-05-22,46055,33853,Mumbai
C2208,P0312,H001,D037,DIA_CAN,Chronic,PROC08,8291,10625,3,1,20,2024-02-13,94667979217770,CLM12207,PAT22207,HSP142,DOC6349,D001,T100,2023-01-25,2025-10-15,2166,22583,Kolkata
C2209,P0694,H001,D015,DIA_MINOR2,Minor,PROC13,23522,26408,6,8,34,2024-08-25,37544547243914,CLM12208,PAT22208,HSP986,DOC2215,D004,T500,2023-10-09,2023-08-10,18572,42486,Bangalore
C2210,P0325,H006,D006,DIA_MINOR2,Minor,PROC12,31276,32401,6,9,22,2024-01-02,30435743707302,CLM12209,PAT22209,HSP253,DOC8685,D002,T300,2024-04-09,2024-12-20,13431,5415,Chennai
C2211,P0754,H016,D028,DIA_MINOR1,Minor,PROC17,10042,10312,6,10,50,2024-10-28,47785302200194,CLM12210,PAT22210,HSP199,DOC5473,D002,T400,2022-11-14,2023-04-06,41811,39767,Bangalore
C2212,P0119,H010,D027,DIA_MINOR1,Minor,PROC17,14232,11326,2,7,71,2024-03-11,13755973931940,CLM12211,PAT22211,HSP318,DOC9427,D002,T100,2022-12-22,2022-04-26,2363,43426,Chennai
C2213,P0071,H012,D004,DIA_ACUTE1,Acute,PROC15,10523,8786,3,0,68,2024-10-28,46111569797826,CLM12212,PAT22212,HSP616,DOC4842,D002,T100,2022-02-17,2022-05-14,15603,25087,Mumbai
C2214,P0416,H016,D030,DIA_MINOR2,Minor,PROC18,26081,24304,2,6,59,2024-10-27,66794305518775,CLM12213,PAT22213,HSP976,DOC8708,D001,T400,2023-03-15,2024-07-05,30051,33178,Kolkata
